1girl,1女孩
kisaragi_(azur_lane),如月（碧蓝航线）|如月
vertical-striped_panties,竖条纹内裤
lightsaber,光剑
inflatable_raft,充气筏
beltskirt,皮带裙
frozen,被冻住的
bunching_hair,手持辫子
paper_crane,纸鹤
hanasakigawa_school_uniform,花咲川女子学园
wallet,钱包
handstand,倒立
bagged_fish,金鱼水袋
card_parody,仿卡
snow_bunny,雪兔
mundane_utility,超能力或魔法用于日常使用
kappa,河童
stats,属性栏|状态表
grenade_launcher,榴弹发射器
dissolving,溶解的
trigram,八卦
sideways_hat,帽舌划到侧面
admiral_graf_spee_(azur_lane),斯佩伯爵海军上将（碧蓝航线）
melon,蜜瓜
honeycomb_background,蜂窝风格背景
star_guardian_(league_of_legends),星之守护者（英雄联盟）
finger_biting,咬手指
bicycle_basket,自行车篮
hands_on_shoulders,双手搭在两肩
credits_page,书脊
elephant,大象
clothes_between_thighs,衣物挂到大腿之间
tail_hug,抱着尾巴
cartridge,弹夹
windmill,风车
mummy,木乃伊
luna_nova_school_uniform,鲁纳诺娃魔法学校校服
kerchief,方头巾
ass-to-ass,屁股贴屁股
bullying,欺负
sukusuku_hakutaku,白泽球
linked_piercing,连环穿孔
sextuplets,六人组
cursor,光标
two-handed_handjob,用双手手交
leaf_umbrella,叶伞|当伞用的叶子
tengu_mask,天狗面具
saunders_school_uniform,桑德斯附高校服
family_crest,家徽
eva_01,初号机
print_sarong,印花沙滩裙
boxcutter,刻刀
z-ring,Z手环
sneezing,打喷嚏
pet,宠物
misunderstanding,误会
clothes_tug,拖拽衣服
meka_(overwatch),meka（守望先锋）
bookbag,书包
band_uniform,乐队制服
sugar_cube,方糖
maruyama_aya,丸山彩
group_hug,团团抱
ara_haan,艾拉·韩
pumpkin_hair_ornament,南瓜发饰
personality_switch,人格替换
tea_set,茶具
long_neck,长脖子
clothes_theft,偷衣服
butter,黄油
beatrix_(granblue_fantasy),贝阿朵丽丝（碧蓝幻想）
bishamonten's_spear,毘沙门天之矛
aoba_moca,青叶摩卡
wardrobe_error,穿衣方式错了
variable_fighter,可变形战机|超时空要塞机体
panties_under_buruma,穿在灯笼裤里的内裤
kagami_mochi,镜饼
cart,载货推车
upturned_eyes,上看的眼睛
keep_out,KEEP-OUT警戒线
year_of_the_dog,狗年
ene_(kagerou_project),榎本贵音（阳炎计划）
adjusting_panties,拨内裤
gokkun,吃精
sora_ginko,空银子
sayagata,纱绫形
chin_strap,颐革
shoujo_kitou-chuu,少女祈祷中
cheek_pull,扯脸颊
pegasus,天马
lizard,蜥蜴
pagoda,宝塔
hand_mirror,手镜
splattershot_(splatoon),水球小绿（喷射战士）
white_day,白色情人节
japan,日本
photorealistic,写实
nintendo_3ds,任天堂3ds
gokotai,五虎退
flower_bracelet,花手镯
forced_orgasm,强制高潮
ferret,貂
bazett_fraga_mcremitz,巴泽特·弗拉加·马克雷密斯
winding_key,发条钥匙
mount_fuji,富士山
dock,船坞
soviet,苏联
hungry,饥饿的
mami_mogu_mogu,麻美断头梗
torture,拷问
ring_gag,扩口器
cloth,布
beam,光束
infinity,无穷|无限符号
ear_protection,护耳罩
print_mug,印花马克杯
book_hug,抱着书
agrias_oaks,阿格莉亚丝
puppy,小狗
gunblade,枪刃
skull_necklace,骷髅项链
diving,潜水
numbers_(nanoha),序印者（魔法少女奈叶）
oonusa,祓串
french_flag,法国国旗
wrong_feet,脚部作画错误
sickle,镰刀
blue_sarong,蓝色沙滩裙
battleship,战舰
keizoku_school_uniform,继续高中校服
flower_necklace,花环|鲜花项链
clothesline,晒衣服
butterfly_sitting,蝴蝶坐
cleave_gag,被封嘴
belldandy,贝露丹蒂
swastika,万字符
sewing,缝纫
army,军队
multicolored_stripes,多彩的条纹
uneven_twintails,两股辫子大小不一
sock_pull,拉着袜子
dragonfly,蜻蜓
dark_sakura,黑樱
expression_chart,角色的多表情展示
error_musume,报错娘
year_of_the_pig,猪年
miracle_mallet,万宝槌
holding_own_foot,握着自己的脚
absolutely_everyone,大合影|全家福
vacuum_cleaner,吸尘器
buruma_aside,内裤掰到一边
knight_(chess),骑士（国际象棋）
akita_neru,亚北音留
ooarai_(emblem),大洗联队徽章
kyuudou,弓道
kawashima_ami,川岛亚美
homu,嘟嘴|抿嘴
kurosaki_ichigo,黑崎一护
2k-tan,2K碳
holding_head,手里捧着头
italian_text,意大利语
long_toenails,长脚趾甲
enma_ai,阎魔爱
parrot,鹦鹉
grimoire_of_alice,爱丽丝的魔法书（东方）
crescent_rose,新月玫瑰
yu-gi-oh!_zexal,游戏王ZEXAL
cola,可乐
shindan_maker,二次元女体化梗
checkered_shirt,格子衬衫
black_hanekawa,黑羽川
1970s_(style),20世纪70年代（风格）
kickboard,提水板
black_heart,圣黑之心
gasai_yuno,我妻由乃
aragaki_shinjirou,荒垣真次郎
fingersmile,用手指做出笑脸
asbel_lhant,阿斯贝尔·兰特
tenjou_utena,天上欧蒂娜
kawakami_mai,川神舞
afterglow,事后余韵
tying,打结（动作）
bokura_wa_ima_no_naka_de,《如今的我们》
kanaria,金糸雀
watercolor_pencil_(medium),水彩笔作画
duel_disk,决斗盘
digital_dissolve,化成数据般消失
cast,包扎着绷带
behind-the-head_headphones,从后脑戴上的耳机
calligraphy_brush_(medium),毛笔（中号）
seishou_elementary_school_uniform,圣祥大附小学校校服
alena_(dq4),安莉娜公主（勇者斗恶龙4）
fujimura_taiga,藤村大河
tooth,牙
fukuji_mihoko,福路美穗子
walking_on_liquid,在液体上行走
muzzle_flash,枪口火光
dekomori_sanae,凸守早苗
kotegawa_yui,古手川唯
incoming_kiss,等待接吻|献吻
flapping,拍打动作
whip_marks,鞭痕
cyrillic,斯拉夫文
aono_miki,苍乃美希
slim_legs,修长腿|细腿
groceries,食材
yamakasa,山形花车
bound_together,绑在一起
finger_sucking,吮吸手指
fiery_wings,燃烧着的翅膀
afuro_terumi,亚风炉照美
dissolving_clothes,溶解掉的衣服
wakamezake,酒倒在阴部
katagiri_sanae,片桐早苗
biwa_lute,琵琶
ballpoint_pen_(medium),圆珠笔
arle_nadja,阿露露（噗哟噗哟）
no_legs,没画出腿
toe-point,趾尖|脚尖
stile_uniform,女侍从的制服
ray_gun,镭射枪
chef,厨师
pixelated,像素化
otaku,阿宅|御宅族
kiyohime_(swimsuit_lancer)_(fate),清姫（泳装）
varia_suit,强化服
head,头
eldridge_(azur_lane),埃尔德里奇（碧蓝航线）
amazon_(dragon's_crown),亚马逊女战士（龙之皇冠）
out_of_character,不符角色原本性格
nihonga,日本画
flat_chest_grab,抓着贫乳
rape_face,一副要强奸人的表情
kamio_reiji_(yua),神尾提督（舰C）
kirisame_marisa_(cosplay),cos成雾雨魔理沙
starlight_academy_uniform,星光学园制服
chi-class_torpedo_cruiser,雷巡チ級
year_of_the_rooster,鸡年
tambourine,手鼓
flail,梿枷
single_head_wing,单侧头上有翅膀
nipple_pull,啦乳头
waving_arms,挥舞着手臂
person_on_head,小人儿在头上
sixteenth_note,十六分音符
kaname_madoka_(cosplay),cos成鹿目圆
front_zipper_swimsuit,拉链在正面的泳衣
military_operator,军事作战员
germany,德国
visual_novel,视觉小说
small_nipples,小乳头
frog_girl,青蛙娘
alice_cartelet,爱丽丝·卡塔雷特
magical_boy,魔法少年
front-print_panties,正面有图案的内裤
colored_stripes,多彩条纹
wide_face,宽脸化
casing_ejection,子弹抛壳
can't_be_this_cute,俺妹元素
hayasaka_mirei,早坂美玲
elise_(fire_emblem),伊莉丝（火焰之纹章）
asuna_(sao-alo),亚丝娜（ALO）
announcement_celebration,贺图
arrancar,破面（死神系列）
bear_panties,熊印花内裤
rainbow_background,彩虹背景
magician,魔术师
stick_poster,贴海报
trolling,恶搞行为
tennis,网球
ayatsuji_tsukasa,绚辻词
mukyuu,姆Q
black_coat_(kingdom_hearts),黑色外套（王国之心）
ange_(princess_principal),安洁（公主准则）
kuroyukihime,黑雪姬
kan'u_unchou,关羽云长
pastel_(medium),像粉笔蜡笔作画的
kamina_shades,卡米纳墨镜
amasawa_yuuko,天泽勇子
anya_alstreim,阿尼亚·阿尔斯托莱姆
alpha_signature,阿尔法签名（推特用）
hibari_(senran_kagura),云雀（闪乱神乐）
asseylum_vers_allusia,艾瑟依拉姆·薇瑟·艾莉欧斯亚
wooden_horse,木马
seikan_hikou,《星间飞行》
hirschgeweih_antennas,八木天线
fuura_kafuka,风浦可符香
hidaka_ai,日高爱
sin_sack,罪袋
huang_lingyin,凰铃音
bruce_lee's_jumpsuit,李小龙款连身衣
special_feeling_(meme),雪中打伞的恋人梗
belarus_(hetalia),娜塔莎·阿尔洛夫斯卡娅
nami_junior_high_school_uniform,波路中学校服
cross-eyed,斗鸡眼的
endou_mamoru,圆堂守
is_that_so,so-nanoka（是这样啊的口癖）
aircraft_carrier_oni,空母棲鬼
mouth,嘴
tatebayashi_sakurako,馆林樱子
national_shin_ooshima_school_uniform,新大岛学园校服
handjob_gesture,打手枪手势
presenting_panties,展示内裤
enema,灌肠
falling_card,下落的卡
windsock,风向带|鲤鱼旗
caramelldansen,某著名伸手扭腰动作
cut-in,插入画面
movie_poster,电影海报
oil_painting_(medium),油画
tagme,参谋长
nipple_penetration,乳首入侵
cock_ring,屌环
torn_thighhighs,撕裂了的过膝袜
floating_card,浮动的卡
symmetrical_hand_pose,手对手
monochrome_background,单色背景
battlefield,战场
clow_card,库洛牌
serena_(yu-gi-oh!),赛瑞娜（游戏王）
lying_card,平放的卡
fisting,拳头插入
multiple_insertions,一穴多插
checkered_neckwear,格子领口
boxing,拳击
presenting_foot,展示脚部
diagonal-striped_neckwear,斜纹领结
force-feeding,强制喂食
playing_card_theme,扑克主题
pegging,女性使用假屌
racing_suit,赛车服
ukiyo-e,浮世绘
hogtie,曲膝捆绑
yu-gi-oh!_vrains,游戏王VRAINS
papercraft_(medium),纸模
casino_card_table,赌场牌桌
placard,告示牌
heart_hair_bun,心型发髻
female_gunner_(dungeon_and_fighter),女炮手（地下城与勇士）
joker_(card),王牌|小丑（纸牌|扑克牌）
yoga,瑜伽
nipple_torture,虐乳头
baton,指挥棒
nyotaimori,女体盛
double_anal,双重爆菊
extra_legs,额外的腿
yu-gi-oh!_sevens,游戏王SEVENS
gothic_architecture,哥特式建筑
strong,强壮
cum_on_food,射在食物上
postcard,明信片
mapo_tofu,麻婆豆腐
tail_insertion,尾巴插入（臀部出现尾巴）
underwater_sex,水中做爱
zaizen_aoi,财前葵
wynn_(yu-gi-oh!),薇茵（游戏王）
credit_card,信用卡
winda_(yu-gi-oh!),薇茵妲（游戏王）
cardboard,纸板
gift_card,礼品卡
beef,牛肉
duel_masters,决斗大师
optical_illusion,视觉错误
mizuki_kotori_(yu-gi-oh!),观月小鸟（游戏王）
female_slayer_(dungeon_and_fighter),女杀手（地下城与斗士）
anal_fisting,拳爆菊
double_vaginal,双重入穴
fixed,挂画
deformed,变形
yu-gi-oh!_the_dark_side_of_dimensions,游戏王：次元的黑暗面
phonecard,电话卡
wynn_the_wind_charmer,风灵使 薇茵
eria_(yu-gi-oh!),艾莉娅（游戏王）
business_card,名片
card_game,卡牌游戏
mixed_gender_duel,混合性别决斗
card_in_mouth,叼着卡
pic_postcard,图片明信片
winda_priestess_of_gusto,薰风的巫女 薇茵妲
eria_the_water_charmer,水灵使 艾莉娅
hiita_(yu-gi-oh!),希塔（游戏王）
card_holster,卡套
karuta_(card_game),歌牌（卡牌游戏）
kisara_(yu-gi-oh!),琪莎拉（游戏王）
rin_(yu-gi-oh!),凛（游戏王）
white_towel,白色毛巾
luca_(yu-gi-oh!),龙可（游戏王）
yuuto_(yu-gi-oh!),游斗（游戏王）
impossible_spell_card,弹幕天邪鬼　～ 不可能的符卡
zener_card,齐讷卡片
card_between_breasts,乳间卡
ecclesia_(yu-gi-oh!),艾克莉西娅（游戏王）
lil-la_(yu-gi-oh!),璃拉（游戏王）
hiita_the_fire_charmer,火灵使 希塔
flight_goggles,飞行员护目镜
yuugo_(yu-gi-oh!),游吾（游戏王）
ki-sikil_(yu-gi-oh!),姬丝基勒（游戏王）
panty_gag,用内裤塞口
clear_card,透明牌
blue_angel,蓝色天使
leg_cutout,裤袜有开口
cardboard_cutout,裁剪纸板
aussa_(yu-gi-oh!),奥丝（游戏王）
paper_texture,纸张质地
mana_(yu-gi-oh!),玛娜（游戏王）
queen_of_hearts_(card),红桃Q（纸牌|扑克牌）
aussa_the_earth_charmer,地灵使 奥丝
greco-roman_architecture,西罗马建筑
lyna_(yu-gi-oh!),莱娜（游戏王）
digimon_card_game,数码宝贝卡牌游戏
card_with_aura,有光环的卡
sakura_card,樱之卡
yuuri_(yu-gi-oh!),游里（游戏王）
cloud_hair,云絮状发型
yu-gi-oh!_tag_force,游戏王：卡片力量
rilliona_(yu-gi-oh!),桑德里永（游戏王）
ink_wash_painting,水墨
mutation,突变
lyna_the_light_charmer,光灵使 莱娜
geometry,几何
graphics_card,显卡
house_of_cards,纸牌屋
pokemon_card,宝可梦卡
ariel_(yu-gi-oh!),艾莉娅儿（游戏王）
duel_academy_uniform_(yu-gi-oh!_5d's),决斗学院制服（游戏王5D'S）
deck_of_cards,卡组
card_background,卡片背景
card_between_fingers,指间卡
lua_(yu-gi-oh!),龙亚（游戏王）
el_shaddoll_winda,神影依·米德拉什
league_card,联盟卡
blue_card,蓝卡
condiment,调料
bruno_(yu-gi-oh!),布鲁诺（游戏王）
test_card,检验图
king_of_hearts_(card),红桃K（纸牌|扑克牌）
gishki_ariel,遗式术师·艾莉娅儿
card_pendant,卡片挂件
yu-gi-oh!_(toei),游戏王（东映）
calling_card,预告状
yu-gi-oh!_duel_links,游戏王：决斗链接
powder,粉末
red_card,红牌
ib_(yu-gi-oh!),夏娃（游戏王）
yu-gi-oh!_go_rush!!,游戏王 GORUSH!!
playing_card_print,打印卡
scorecard,记分卡
shuffling_cards,洗牌
kitt_(yu-gi-oh!),姬特（游戏王）
astral_(yu-gi-oh!),星光体（游戏王）
bessho_emma,别所惠麻
iii_(yu-gi-oh!),III（游戏王）
supreme_king_(yu-gi-oh!_gx),霸王（游戏王GX）
flash_cards,单词卡
lawn,草坪
windy_(clow_card),风牌（库洛牌）
emilia_(yu-gi-oh!),艾米莉娅（游戏王）
cathy_(yu-gi-oh!),小猫（游戏王）
card_creature,纸牌生物
yu-gi-oh!_3d_bonds_beyond_time,游戏王：～超融合！跨越时空的羁绊～
serena_(yu-gi-oh!)_(cosplay),赛瑞娜（游戏王）（cosplay）
dharc_(yu-gi-oh!),达克（游戏王）
yellow_card,黄牌
